quarter,location,Consumer Bankruptcies,Consumer Proposals,Corporate Bankruptcies,Corporate Proposals,Individual Business Bankruptcies,Individual Business Proposals
1998_Q4,ON,5799,847,167,42,689,61
1998_Q4,PE,37,1,1,0,11,2
1998_Q4,QC,6221,740,461,121,445,40
1998_Q4,SK,341,73,8,2,98,12
1998_Q4,YT,4,4,0,0,0,0
1999_Q1,AB,2224,164,40,13,356,23
1999_Q1,BC,2024,161,49,13,237,22
1999_Q1,CAN,18397,2498,731,215,2033,177
1999_Q1,MB,557,92,2,0,43,0
1999_Q1,NB,287,20,5,6,52,2
1999_Q1,NL,332,6,3,0,22,1
1999_Q1,NS,638,151,15,4,67,2
1999_Q1,NT,16,0,4,1,3,0
1999_Q1,ON,5749,1041,167,45,622,87
1999_Q1,PE,37,4,0,0,10,0
1999_Q1,QC,6105,786,439,133,499,33
1999_Q1,SK,417,70,7,0,122,7
1999_Q1,YT,11,3,0,0,0,0
1999_Q2,AB,2263,139,31,7,357,29
1999_Q2,BC,2139,145,27,22,247,23
1999_Q2,CAN,18940,2470,593,200,1975,192
1999_Q2,MB,684,90,5,2,65,2
1999_Q2,NB,326,18,4,2,39,6
1999_Q2,NL,371,10,7,0,8,1
1999_Q2,NS,710,145,5,6,59,2
1999_Q2,NT,19,0,0,0,3,1
1999_Q2,NU,0,0,0,0,0,0
1999_Q2,ON,6099,1093,151,34,585,76
1999_Q2,PE,38,0,1,0,10,0
1999_Q2,QC,5852,757,355,126,518,47
1999_Q2,SK,426,72,7,1,83,5
1999_Q2,YT,13,1,0,0,1,0
1999_Q3,AB,2139,144,26,7,344,39
1999_Q3,BC,1919,190,31,14,246,27
1999_Q3,CAN,17536,2491,485,156,1744,202
1999_Q3,MB,641,83,1,0,54,0
1999_Q3,NB,302,19,7,2,31,5
1999_Q3,NL,325,7,1,0,17,0
1999_Q3,NS,676,123,3,3,58,1
1999_Q3,NT,15,3,0,0,2,0
1999_Q3,NU,0,0,0,0,0,0
1999_Q3,ON,5680,1116,118,43,499,87
1999_Q3,PE,36,1,1,1,9,0
1999_Q3,QC,5433,744,292,86,375,35
1999_Q3,SK,364,61,5,0,109,8
1999_Q3,YT,6,0,0,0,0,0
1999_Q4,AB,2155,152,48,9,349,35
1999_Q4,BC,2098,176,28,14,214,15
1999_Q4,CAN,18111,2813,612,225,1860,201
1999_Q4,MB,584,65,1,3,45,5
1999_Q4,NB,298,25,3,2,42,4
1999_Q4,NL,302,5,0,0,15,1
1999_Q4,NS,625,137,9,6,68,3
1999_Q4,NT,9,1,0,0,0,0
1999_Q4,NU,0,0,0,0,0,0
1999_Q4,ON,5690,1354,132,48,610,91
1999_Q4,PE,46,3,3,0,6,1
1999_Q4,QC,5887,829,384,142,425,39
1999_Q4,SK,407,66,3,1,84,7
1999_Q4,YT,10,0,1,0,2,0
2000_Q1,AB,2315,191,69,6,417,36
2000_Q1,BC,2354,180,36,20,216,39
2000_Q1,CAN,19200,3199,617,220,2078,257
2000_Q1,MB,594,75,6,1,47,3
2000_Q1,NB,336,11,8,1,59,5
2000_Q1,NL,398,5,5,0,25,0
2000_Q1,NS,635,171,10,10,81,10
2000_Q1,NT,22,1,1,1,4,0
2000_Q1,NU,0,0,0,0,0,0
2000_Q1,ON,5898,1456,124,35,621,96
2000_Q1,PE,50,1,1,0,11,0
2000_Q1,QC,6049,1035,349,145,484,54
2000_Q1,SK,535,73,8,1,113,14
2000_Q1,YT,14,0,0,0,0,0
2000_Q2,AB,2419,169,35,7,326,40
2000_Q2,BC,2341,220,24,13,220,23
2000_Q2,CAN,19597,3177,580,193,1929,254
2000_Q2,MB,701,86,7,1,78,3
2000_Q2,NB,358,10,6,7,45,2
2000_Q2,NL,407,3,1,0,21,1
2000_Q2,NS,717,155,10,3,87,10
2000_Q2,NT,16,0,0,0,1,0
2000_Q2,NU,0,0,0,0,0,0
2000_Q2,ON,6363,1474,130,57,584,115
2000_Q2,PE,45,2,0,0,5,2
2000_Q2,QC,5782,992,364,105,445,46
2000_Q2,SK,438,64,3,0,116,12
2000_Q2,YT,10,2,0,0,1,0
2000_Q3,AB,2175,164,37,3,381,38
2000_Q3,BC,2216,210,32,25,220,28
2000_Q3,CAN,18372,3169,527,201,1850,215
2000_Q3,MB,639,92,4,2,50,6
2000_Q3,NB,337,13,3,1,52,0
2000_Q3,NL,371,2,1,0,27,0
2000_Q3,NS,713,121,5,1,68,7
2000_Q3,NT,11,0,0,0,1,0
2000_Q3,NU,0,0,0,0,0,0
2000_Q3,ON,5758,1347,121,47,598,71
2000_Q3,PE,46,2,0,0,4,0
2000_Q3,QC,5636,1156,318,121,365,58
2000_Q3,SK,463,62,6,1,83,7
2000_Q3,YT,7,0,0,0,1,0
2000_Q4,AB,1935,186,37,6,410,44
2000_Q4,BC,2258,243,28,24,204,30
2000_Q4,CAN,17918,3223,566,208,1913,213
2000_Q4,MB,542,67,5,0,56,5
2000_Q4,NB,362,23,10,1,43,0
2000_Q4,NL,381,5,5,0,35,0
2000_Q4,NS,749,128,8,1,83,8
2000_Q4,NT,15,0,0,0,1,0
2000_Q4,NU,0,0,0,0,0,0
2000_Q4,ON,5540,1315,145,46,602,76
2000_Q4,PE,41,2,0,0,5,0
2000_Q4,QC,5688,1207,322,130,370,43
2000_Q4,SK,397,47,6,0,102,7
2000_Q4,YT,10,0,0,0,2,0
2001_Q1,AB,2086,255,39,1,425,44
2001_Q1,BC,2503,268,40,20,231,24
2001_Q1,CAN,19344,3594,663,225,2128,283
2001_Q1,MB,566,81,10,1,83,8
2001_Q1,NB,431,39,9,0,59,3
2001_Q1,NL,467,5,2,0,13,1
2001_Q1,NS,797,109,10,2,101,4
2001_Q1,NT,19,1,0,0,0,0
2001_Q1,NU,0,0,0,0,0,0
2001_Q1,ON,5822,1493,176,56,649,129
2001_Q1,PE,51,0,0,0,6,0
2001_Q1,QC,6123,1248,368,145,435,55
2001_Q1,SK,472,93,9,0,126,15
2001_Q1,YT,7,2,0,0,0,0
2001_Q2,AB,2017,240,21,7,420,74
2001_Q2,BC,2481,224,41,14,228,26
2001_Q2,CAN,20622,3393,622,208,2118,279
2001_Q2,MB,707,97,5,1,67,2
2001_Q2,NB,430,13,8,3,61,4
2001_Q2,NL,493,2,1,0,37,1
2001_Q2,NS,928,97,10,5,108,7
2001_Q2,NT,2,0,0,0,0,0
2001_Q2,NU,0,0,0,0,0,0
2001_Q2,ON,6673,1536,213,46,697,93
2001_Q2,PE,49,3,0,0,9,0
2001_Q2,QC,6292,1090,321,132,382,55
2001_Q2,SK,543,90,2,0,107,17
2001_Q2,YT,7,1,0,0,2,0
2001_Q3,AB,1915,287,26,4,333,38
2001_Q3,BC,2232,260,33,20,203,21
2001_Q3,CAN,19051,3338,453,187,1695,199
2001_Q3,MB,566,112,5,0,58,4
2001_Q3,NB,421,13,4,2,52,2
2001_Q3,NL,464,5,0,0,28,0
2001_Q3,NS,884,151,6,4,79,7
2001_Q3,NT,8,1,0,1,1,0
2001_Q3,NU,0,0,0,0,0,0
2001_Q3,ON,6334,1441,112,40,557,87
2001_Q3,PE,42,0,3,0,5,0
2001_Q3,QC,5688,957,257,116,300,25
2001_Q3,SK,489,110,7,0,77,15
2001_Q3,YT,8,1,0,0,2,0
2001_Q4,AB,2092,294,39,6,397,46
2001_Q4,BC,2253,263,37,28,285,29
2001_Q4,CAN,20366,3711,674,218,2046,250
2001_Q4,MB,653,98,7,2,65,6
2001_Q4,NB,463,18,5,1,58,7
2001_Q4,NL,475,3,1,0,22,0
2001_Q4,NS,825,125,10,9,79,2
2001_Q4,NT,7,3,0,0,4,0
2001_Q4,NU,0,0,0,0,0,0
2001_Q4,ON,7041,1687,191,41,665,95
2001_Q4,PE,32,3,2,0,8,0
2001_Q4,QC,5996,1108,373,129,386,49
2001_Q4,SK,523,107,8,2,76,16
2001_Q4,YT,6,2,1,0,1,0
2002_Q1,AB,2070,337,32,6,544,76
2002_Q1,BC,2468,252,37,27,288,38
2002_Q1,CAN,19334,3902,558,215,2100,298
2002_Q1,MB,551,133,9,2,54,7
2002_Q1,NB,421,13,7,0,66,3
2002_Q1,NL,471,10,3,0,19,1
2002_Q1,NS,770,94,7,3,91,7
2002_Q1,NT,9,3,0,0,3,1
2002_Q1,NU,2,0,0,0,0,0
2002_Q1,ON,6446,1918,159,57,637,105
2002_Q1,PE,35,5,2,0,10,0
2002_Q1,QC,5558,1010,299,119,295,43
2002_Q1,SK,526,127,3,1,92,17
2002_Q1,YT,7,0,0,0,1,0
2002_Q2,AB,2154,275,30,11,501,67
2002_Q2,BC,2473,328,31,38,269,34
2002_Q2,CAN,20252,3789,522,244,1974,258
2002_Q2,MB,647,128,6,1,67,4
2002_Q2,NB,440,18,8,3,56,8
2002_Q2,NL,499,3,1,0,25,1
2002_Q2,NS,858,128,8,1,78,3
2002_Q2,NT,3,3,0,0,2,2
2002_Q2,NU,2,0,0,0,0,0
2002_Q2,ON,6960,1886,135,36,562,102
2002_Q2,PE,58,2,1,0,10,0
2002_Q2,QC,5629,914,301,153,301,25
2002_Q2,SK,525,101,1,1,100,12
2002_Q2,YT,4,3,0,0,3,0
2002_Q3,AB,1998,321,27,6,423,54
2002_Q3,BC,2388,317,17,21,224,29
2002_Q3,CAN,19247,3757,477,218,1677,240
2002_Q3,MB,636,166,6,2,55,8
2002_Q3,NB,458,9,4,1,31,1
2002_Q3,NL,468,2,2,0,16,0
2002_Q3,NS,760,126,7,3,59,2
2002_Q3,NT,8,1,0,0,0,2
2002_Q3,NU,0,0,0,0,0,0
2002_Q3,ON,6752,1772,150,31,576,102
2002_Q3,PE,30,0,1,1,5,0
2002_Q3,QC,5238,891,262,153,219,34
2002_Q3,SK,501,152,1,0,69,8
2002_Q3,YT,10,0,0,0,0,0
2002_Q4,AB,2008,301,35,5,402,49
2002_Q4,BC,2196,270,24,17,218,19
2002_Q4,CAN,19330,3705,510,233,1645,203
2002_Q4,MB,605,165,8,2,44,5
2002_Q4,NB,502,19,10,2,55,1
2002_Q4,NL,493,3,0,1,14,0
2002_Q4,NS,861,106,3,3,59,3
2002_Q4,NT,13,1,0,0,0,0
2002_Q4,NU,0,1,0,0,0,0
2002_Q4,ON,6851,1807,138,49,518,95
2002_Q4,PE,41,0,0,0,7,1
2002_Q4,QC,5297,929,287,154,261,24
2002_Q4,SK,457,103,5,0,67,6
2002_Q4,YT,6,0,0,0,0,0
2003_Q1,AB,2280,366,31,4,392,46
2003_Q1,BC,2465,321,25,18,272,32
2003_Q1,CAN,20649,4297,576,220,1808,250
2003_Q1,MB,624,201,5,3,56,7
2003_Q1,NB,530,20,3,2,46,4
2003_Q1,NL,566,10,3,0,12,3
2003_Q1,NS,919,110,10,3,77,4
2003_Q1,NT,5,3,1,0,0,1
2003_Q1,NU,0,1,0,0,0,0
2003_Q1,ON,7124,2129,160,46,575,115
2003_Q1,PE,45,2,2,0,5,0
2003_Q1,QC,5579,1030,330,144,280,31
2003_Q1,SK,506,104,6,0,92,7
2003_Q1,YT,6,0,0,0,1,0
2003_Q2,AB,2369,377,21,8,381,56
2003_Q2,BC,2459,306,20,20,233,18
2003_Q2,CAN,22098,4098,544,238,1769,249
2003_Q2,MB,705,157,11,1,61,4
2003_Q2,NB,635,30,10,4,49,0
2003_Q2,NL,587,1,1,0,17,1
2003_Q2,NS,958,137,7,5,77,8
2003_Q2,NT,8,2,0,0,0,0
2003_Q2,NU,0,0,0,0,0,0
2003_Q2,ON,7925,2053,148,52,550,97
2003_Q2,PE,51,3,2,0,8,0
2003_Q2,QC,5817,909,318,148,275,52
2003_Q2,SK,579,121,6,0,117,13
2003_Q2,YT,5,2,0,0,1,0
2003_Q3,AB,2356,318,28,9,367,45
2003_Q3,BC,2269,290,25,15,204,31
2003_Q3,CAN,20559,4013,480,180,1527,223
2003_Q3,MB,631,193,5,2,53,6
2003_Q3,NB,543,39,9,2,44,5
2003_Q3,NL,476,5,2,0,14,0
2003_Q3,NS,849,97,5,4,40,2
2003_Q3,NT,9,0,0,0,1,1
2003_Q3,NU,0,1,0,0,0,0
2003_Q3,ON,7440,2023,139,33,511,99
2003_Q3,PE,42,0,1,0,9,0
2003_Q3,QC,5378,901,262,114,209,23
2003_Q3,SK,564,144,4,1,75,11
2003_Q3,YT,2,2,0,0,0,0
2003_Q4,AB,2147,278,24,14,396,59
2003_Q4,BC,2188,320,20,20,203,22
2003_Q4,CAN,20926,4078,496,224,1649,245
2003_Q4,MB,649,144,2,2,50,2
2003_Q4,NB,548,30,11,10,46,3
2003_Q4,NL,525,8,1,0,9,0
2003_Q4,NS,774,86,6,1,55,3
2003_Q4,NT,4,2,0,0,0,2
2003_Q4,NU,1,0,0,0,0,0
2003_Q4,ON,7730,2101,143,51,568,110
2003_Q4,PE,65,1,1,0,8,0
2003_Q4,QC,5750,966,278,124,245,32
2003_Q4,SK,541,140,10,2,69,12
2003_Q4,YT,4,2,0,0,0,0
2004_Q1,AB,2453,390,23,13,451,65
2004_Q1,BC,2298,297,32,27,208,15
2004_Q1,CAN,21738,4543,573,231,1747,229
2004_Q1,MB,536,175,3,5,46,4
2004_Q1,NB,667,35,13,7,45,3
2004_Q1,NL,600,7,1,0,9,2
2004_Q1,NS,893,97,7,2,59,3
2004_Q1,NT,8,4,0,0,4,0
2004_Q1,NU,0,1,0,1,0,0
2004_Q1,ON,7523,2346,159,42,566,102
2004_Q1,PE,57,3,1,0,8,0
2004_Q1,QC,6143,1039,326,130,246,26
2004_Q1,SK,554,145,8,4,104,9
2004_Q1,YT,6,4,0,0,1,0
2004_Q2,AB,2231,345,24,5,381,78
2004_Q2,BC,2249,336,20,21,222,26
2004_Q2,CAN,22055,4241,466,172,1585,265
2004_Q2,MB,632,164,5,1,39,10
2004_Q2,NB,646,35,5,4,52,4
2004_Q2,NL,603,9,3,1,15,0
2004_Q2,NS,992,101,3,3,57,10
2004_Q2,NT,4,2,0,1,4,0
2004_Q2,NU,2,1,0,0,1,0
2004_Q2,ON,8190,2218,128,34,504,84
2004_Q2,PE,70,1,0,0,8,0
2004_Q2,QC,5834,882,270,102,203,36
2004_Q2,SK,597,146,8,0,98,17
2004_Q2,YT,5,1,0,0,1,0
2004_Q3,AB,2032,298,20,15,325,54
2004_Q3,BC,1907,293,23,16,176,23
2004_Q3,CAN,20021,3911,448,210,1349,206
2004_Q3,MB,565,184,6,2,31,5
2004_Q3,NB,602,49,5,6,42,3
2004_Q3,NL,508,8,0,0,17,0
2004_Q3,NS,895,105,8,0,60,3
2004_Q3,NT,8,1,0,0,0,0
2004_Q3,NU,0,0,0,0,0,0
2004_Q3,ON,7443,2023,135,49,426,81
2004_Q3,PE,50,4,0,0,10,0
2004_Q3,QC,5523,813,248,122,190,27
2004_Q3,SK,488,131,3,0,71,10
2004_Q3,YT,0,2,0,0,1,0
2004_Q4,AB,1995,271,20,7,326,45
2004_Q4,BC,1923,262,24,11,218,15
2004_Q4,CAN,20594,3953,473,206,1495,212
2004_Q4,MB,606,185,3,1,45,3
2004_Q4,NB,629,39,5,3,40,8
2004_Q4,NL,609,6,0,0,11,0
2004_Q4,NS,969,97,5,4,56,3
2004_Q4,NT,12,0,0,0,1,0
2004_Q4,NU,0,0,0,0,0,0
2004_Q4,ON,7577,2011,140,64,500,97
2004_Q4,PE,76,2,0,0,12,1
2004_Q4,QC,5640,957,274,113,211,32
2004_Q4,SK,548,121,2,3,74,8
2004_Q4,YT,10,2,0,0,1,0
2005_Q1,AB,2015,321,22,7,394,58
2005_Q1,BC,2204,321,24,18,172,29
2005_Q1,CAN,21027,4450,527,207,1595,240
2005_Q1,MB,565,205,3,3,40,5
2005_Q1,NB,651,56,8,4,49,3
2005_Q1,NL,656,10,1,3,16,0
2005_Q1,NS,987,114,4,2,77,4
2005_Q1,NT,8,1,0,0,2,0
2005_Q1,NU,3,0,0,0,0,0
2005_Q1,ON,7426,2319,138,65,578,104
2005_Q1,PE,67,6,0,0,11,0
2005_Q1,QC,5924,937,323,103,165,20
2005_Q1,SK,516,160,4,2,89,17
2005_Q1,YT,5,0,0,0,2,0
2005_Q2,AB,2019,334,28,6,332,79
2005_Q2,BC,2184,342,25,7,177,16
2005_Q2,CAN,22756,4856,467,172,1551,270
2005_Q2,MB,641,160,3,4,43,4
2005_Q2,NB,739,45,7,4,56,3
2005_Q2,NL,759,14,2,0,12,0
2005_Q2,NS,1073,143,3,2,69,4
2005_Q2,NT,10,3,0,0,0,0
2005_Q2,NU,1,0,0,0,0,0
2005_Q2,ON,8612,2624,152,44,571,101
2005_Q2,PE,87,4,0,0,7,0
2005_Q2,QC,6041,997,242,104,188,37
2005_Q2,SK,578,190,5,1,96,26
2005_Q2,YT,12,0,0,0,0,0
2005_Q3,AB,1897,348,12,5,202,48
2005_Q3,BC,1944,309,23,14,179,16
2005_Q3,CAN,20314,4131,394,141,1268,203
2005_Q3,MB,646,180,4,1,24,4
2005_Q3,NB,564,40,3,1,34,10
2005_Q3,NL,664,10,1,0,5,1
2005_Q3,NS,944,129,5,4,50,5
2005_Q3,NT,8,0,1,0,2,0
2005_Q3,NU,0,0,0,0,0,0
2005_Q3,ON,7514,2116,129,33,523,82
2005_Q3,PE,86,3,0,1,10,0
2005_Q3,QC,5524,868,212,78,153,19
2005_Q3,SK,513,128,4,4,84,18
2005_Q3,YT,10,0,0,0,2,0
2005_Q4,AB,1610,304,13,3,192,38
2005_Q4,BC,1840,324,13,7,173,17
2005_Q4,CAN,20505,4565,458,189,1277,221
2005_Q4,MB,655,167,2,2,30,6
2005_Q4,NB,625,44,1,1,45,4
2005_Q4,NL,589,21,1,0,18,0
2005_Q4,NS,972,119,5,3,64,0
2005_Q4,NT,9,1,0,1,1,1
2005_Q4,NU,0,0,0,0,1,0
2005_Q4,ON,7724,2319,144,53,495,98
2005_Q4,PE,95,9,1,0,12,0
2005_Q4,QC,5937,1110,273,118,158,33
2005_Q4,SK,442,145,4,1,88,24
2005_Q4,YT,7,2,1,0,0,0
2006_Q1,AB,1470,318,16,6,197,48
2006_Q1,BC,1943,370,25,5,164,26
2006_Q1,CAN,20655,4771,511,175,1381,244
2006_Q1,MB,601,146,0,3,43,5
2006_Q1,NB,635,49,3,2,47,6
2006_Q1,NL,688,25,0,0,13,0
2006_Q1,NS,882,102,7,1,60,3
2006_Q1,NT,11,5,0,1,2,0
2006_Q1,NU,1,0,0,0,0,0
2006_Q1,ON,7290,2452,156,39,573,104
2006_Q1,PE,86,0,1,1,11,0
2006_Q1,QC,6488,1147,298,115,199,21
2006_Q1,SK,552,156,5,2,71,31
2006_Q1,YT,8,1,0,0,1,0
2006_Q2,AB,1443,295,20,3,197,41
2006_Q2,BC,1884,359,14,6,145,23
2006_Q2,CAN,20401,4734,456,146,1346,219
2006_Q2,MB,600,115,2,1,43,4
2006_Q2,NB,660,54,6,6,55,4
2006_Q2,NL,675,27,0,0,11,1
2006_Q2,NS,905,122,4,4,45,2
2006_Q2,NT,9,0,1,0,0,0
2006_Q2,NU,0,0,0,0,0,2
2006_Q2,ON,7631,2494,115,26,589,95
2006_Q2,PE,85,2,2,0,7,0
2006_Q2,QC,6051,1144,289,99,166,24
2006_Q2,SK,452,122,3,1,88,23
2006_Q2,YT,6,0,0,0,0,0
2006_Q3,AB,1216,263,13,4,103,18
2006_Q3,BC,1644,363,20,18,99,17
2006_Q3,CAN,18901,4752,396,164,1020,158
2006_Q3,MB,528,148,3,2,32,3
2006_Q3,NB,591,50,9,4,33,4
2006_Q3,NL,527,19,0,0,8,0
2006_Q3,NS,844,146,6,3,57,1
2006_Q3,NT,14,0,0,0,1,0
2006_Q3,NU,1,0,0,0,0,0
2006_Q3,ON,7308,2473,96,28,478,74
2006_Q3,PE,75,6,0,0,13,0
2006_Q3,QC,5786,1135,245,102,147,25
2006_Q3,SK,362,147,4,3,48,16
2006_Q3,YT,5,2,0,0,1,0
2006_Q4,AB,1121,272,12,6,108,35
2006_Q4,BC,1550,319,17,14,103,16
2006_Q4,CAN,19288,4986,492,152,1145,166
2006_Q4,MB,525,149,3,1,34,6
2006_Q4,NB,540,62,5,3,35,7
2006_Q4,NL,542,22,0,0,13,0
2006_Q4,NS,840,136,8,1,54,4
2006_Q4,NT,5,2,0,0,1,0
2006_Q4,NU,0,0,0,0,0,0
2006_Q4,ON,7634,2664,141,35,523,56
2006_Q4,PE,81,3,1,0,6,1
2006_Q4,QC,6028,1231,302,91,188,25
2006_Q4,SK,417,125,3,1,79,16
2006_Q4,YT,5,1,0,0,1,0
2007_Q1,AB,1226,304,10,6,129,33
2007_Q1,BC,1796,360,24,7,94,23
2007_Q1,CAN,19883,5469,485,152,1260,202
2007_Q1,MB,493,148,0,0,42,3
2007_Q1,NB,604,67,3,6,32,5
2007_Q1,NL,574,29,1,0,15,1
2007_Q1,NS,905,132,8,1,58,4
2007_Q1,NT,3,3,0,0,0,0
2007_Q1,NU,1,0,0,0,2,0
2007_Q1,ON,7391,3019,145,37,576,78
2007_Q1,PE,78,5,0,0,11,0
2007_Q1,QC,6393,1229,292,94,237,28
2007_Q1,SK,417,173,2,1,64,27
2007_Q1,YT,2,0,0,0,0,0
2007_Q2,AB,1256,319,14,0,113,16
2007_Q2,BC,1733,368,14,13,114,14
2007_Q2,CAN,20871,5492,487,168,1117,185
2007_Q2,MB,550,135,2,2,27,0
2007_Q2,NB,701,58,9,1,40,6
2007_Q2,NL,593,26,3,0,15,0
2007_Q2,NS,955,155,5,2,48,7
2007_Q2,NT,14,0,0,0,0,0
2007_Q2,NU,2,0,0,0,0,0
2007_Q2,ON,8227,3088,140,36,501,95
2007_Q2,PE,79,12,0,1,10,1
2007_Q2,QC,6352,1201,298,109,203,30
2007_Q2,SK,402,128,1,4,45,16
2007_Q2,YT,7,2,1,0,1,0
2007_Q3,AB,1135,278,10,3,95,21
2007_Q3,BC,1525,333,14,9,91,18
2007_Q3,CAN,19504,5059,434,139,1003,162
2007_Q3,MB,508,130,0,0,13,1
2007_Q3,NB,581,94,8,0,25,7
2007_Q3,NL,520,16,0,0,9,1
2007_Q3,NS,858,121,4,2,30,2
2007_Q3,NT,7,0,0,2,0,0
2007_Q3,NU,0,0,0,0,0,0
2007_Q3,ON,7825,2835,115,25,496,76
2007_Q3,PE,77,4,1,2,4,1
2007_Q3,QC,6131,1125,280,96,189,23
2007_Q3,SK,331,123,2,0,51,12
2007_Q3,YT,6,0,0,0,0,0
2007_Q4,AB,1151,278,7,4,71,22
2007_Q4,BC,1597,343,21,9,98,16
2007_Q4,CAN,19589,5426,484,146,1023,165
2007_Q4,MB,490,131,1,0,17,4
2007_Q4,NB,568,81,5,0,29,7
2007_Q4,NL,434,23,0,0,9,0
2007_Q4,NS,769,125,7,1,46,3
2007_Q4,NT,7,0,0,0,2,0
2007_Q4,NU,0,0,0,0,0,0
2007_Q4,ON,7996,3032,106,27,506,82
2007_Q4,PE,63,8,0,0,6,0
2007_Q4,QC,6196,1289,335,104,201,22
2007_Q4,SK,313,116,2,1,37,9
2007_Q4,YT,5,0,0,0,1,0
2008_Q1,AB,1318,320,16,8,94,19
2008_Q1,BC,1647,333,14,9,93,20
2008_Q1,CAN,20466,5680,558,159,1101,204
2008_Q1,MB,464,110,5,0,30,1
2008_Q1,NB,581,91,4,3,42,9
2008_Q1,NL,496,10,0,0,16,0
2008_Q1,NS,915,165,10,1,40,2
2008_Q1,NT,1,2,0,0,1,0
2008_Q1,NU,0,2,0,0,0,0
2008_Q1,ON,7690,3099,158,30,537,96
2008_Q1,PE,106,8,1,0,2,2
2008_Q1,QC,6876,1430,347,107,201,29
2008_Q1,SK,368,110,2,1,43,26
2008_Q1,YT,4,0,1,0,2,0
2008_Q2,AB,1418,309,17,6,103,14
2008_Q2,BC,1688,388,16,8,79,10
2008_Q2,CAN,22412,6274,550,164,1061,147
2008_Q2,MB,507,134,3,2,26,3
2008_Q2,NB,672,87,3,0,59,8
2008_Q2,NL,584,15,0,1,9,0
2008_Q2,NS,1047,145,5,3,41,11
2008_Q2,NT,7,1,0,0,0,0
2008_Q2,NU,3,0,0,0,0,0
2008_Q2,ON,9106,3555,141,28,498,71
2008_Q2,PE,94,5,0,0,4,0
2008_Q2,QC,6960,1540,362,114,207,21
2008_Q2,SK,319,94,2,2,35,9
2008_Q2,YT,7,1,1,0,0,0
2008_Q3,AB,1497,335,13,8,94,5
2008_Q3,BC,1815,423,17,6,123,9
2008_Q3,CAN,22776,6184,472,190,942,109
2008_Q3,MB,507,166,2,0,18,0
2008_Q3,NB,720,116,5,4,48,8
2008_Q3,NL,582,10,2,0,3,0
2008_Q3,NS,995,133,2,0,38,5
2008_Q3,NT,7,0,0,0,0,0
2008_Q3,NU,1,0,0,0,0,0
2008_Q3,ON,9175,3468,122,36,398,53
2008_Q3,PE,111,3,0,1,5,0
2008_Q3,QC,6963,1434,307,131,186,23
2008_Q3,SK,396,95,2,4,29,6
2008_Q3,YT,7,1,0,0,0,0
2008_Q4,AB,1833,358,13,10,97,7
2008_Q4,BC,2143,445,29,13,83,11
2008_Q4,CAN,24956,7041,569,179,911,129
2008_Q4,MB,547,166,3,0,16,3
2008_Q4,NB,682,120,1,2,34,13
2008_Q4,NL,471,12,5,0,4,0
2008_Q4,NS,1013,139,4,5,22,4
2008_Q4,NT,7,0,0,0,0,0
2008_Q4,NU,3,0,0,0,0,0
2008_Q4,ON,10229,4120,140,40,443,61
2008_Q4,PE,133,7,0,2,2,1
2008_Q4,QC,7518,1555,370,106,177,23
2008_Q4,SK,368,117,4,1,33,6
2008_Q4,YT,9,2,0,0,0,0
2009_Q1,AB,2353,401,14,9,100,6
2009_Q1,BC,2616,526,18,15,90,9
2009_Q1,CAN,27542,8001,576,265,854,101
2009_Q1,MB,581,138,6,4,5,3
2009_Q1,NB,673,135,3,4,21,3
2009_Q1,NL,631,37,1,0,5,0
2009_Q1,NS,1003,196,12,3,22,1
2009_Q1,NT,7,4,0,0,0,0
2009_Q1,NU,1,0,0,0,0,0
2009_Q1,ON,10589,4586,158,52,391,45
2009_Q1,PE,106,4,1,0,3,0
2009_Q1,QC,8563,1834,361,175,181,22
2009_Q1,SK,414,139,2,3,36,12
2009_Q1,YT,5,1,0,0,0,0
2009_Q2,AB,2706,477,16,20,75,7
2009_Q2,BC,2784,641,27,9,97,19
2009_Q2,CAN,31659,8590,577,218,931,111
2009_Q2,MB,674,151,3,1,27,1
2009_Q2,NB,886,140,7,4,23,3
2009_Q2,NL,738,23,0,0,14,1
2009_Q2,NS,1208,157,5,3,49,1
2009_Q2,NT,11,3,0,0,0,0
2009_Q2,NU,5,0,0,0,0,0
2009_Q2,ON,12862,5113,153,52,455,45
2009_Q2,PE,148,7,0,0,9,2
2009_Q2,QC,9108,1734,362,128,132,19
2009_Q2,SK,519,144,4,1,50,13
2009_Q2,YT,10,0,0,0,0,0
2009_Q3,AB,2917,586,17,13,86,9
2009_Q3,BC,2926,635,14,30,68,7
2009_Q3,CAN,32138,8451,502,175,787,107
2009_Q3,MB,643,184,3,0,7,5
2009_Q3,NB,1024,116,7,4,13,10
2009_Q3,NL,631,35,0,0,3,0
2009_Q3,NS,1292,156,5,1,19,3
2009_Q3,NT,17,0,0,0,0,0
2009_Q3,NU,0,0,0,1,0,0
2009_Q3,ON,13004,4907,147,24,422,50
2009_Q3,PE,108,4,3,1,7,0
2009_Q3,QC,9074,1656,306,100,117,14
2009_Q3,SK,487,172,0,1,45,9
2009_Q3,YT,15,0,0,0,0,0
2009_Q4,AB,2010,626,25,9,72,8
2009_Q4,BC,2313,688,27,6,39,10
2009_Q4,CAN,25042,10289,541,215,652,117
2009_Q4,MB,545,166,2,4,12,5
2009_Q4,NB,704,164,7,3,20,0
2009_Q4,NL,542,30,1,0,9,0
2009_Q4,NS,1076,226,6,1,28,7
